Model,Model Type,Metric,Sample,Noise,Experiment,Dimension,Separability,Dependence,K,L,Avg Value,Std Value
3-Cylindrical Mixture,cylmix,aic,out of sample,with noise,3d-high-weak,3,high,weak,3,0,22788.3285785,147.4949695022698
3-Cylindrical Mixture,cylmix,aic,out of sample,with noise,3d-low-ind,3,low,ind,3,0,20653.0190728,150.958000367351
3-Cylindrical Mixture,cylmix,aic,out of sample,with noise,3d-low-strong,3,low,strong,3,0,17847.556541,162.2842550354383
3-Cylindrical Mixture,cylmix,aic,out of sample,with noise,3d-low-weak,3,low,weak,3,0,20455.8986696,162.6423463271225
3-Cylindrical Mixture,cylmix,ari,in sample,no noise,2d-high-ind,2,high,ind,3,0,0.2711474,0.01938335736312641
3-Cylindrical Mixture,cylmix,ari,in sample,no noise,2d-high-strong,2,high,strong,3,0,0.7971934,0.1223576969564435
3-Cylindrical Mixture,cylmix,ari,in sample,no noise,2d-high-weak,2,high,weak,3,0,0.3078049,0.02060529462678381
3-Cylindrical Mixture,cylmix,ari,in sample,no noise,2d-low-ind,2,low,ind,3,0,0.0193062,0.005887519890806864
3-Cylindrical Mixture,cylmix,ari,in sample,no noise,2d-low-strong,2,low,strong,3,0,0.0182142,0.01299876848712285
3-Cylindrical Mixture,cylmix,ari,in sample,no noise,2d-low-weak,2,low,weak,3,0,0.0028097,0.004181526340387387
3-Cylindrical Mixture,cylmix,ari,in sample,no noise,3d-high-ind,3,high,ind,3,0,0.3129842,0.03428608037432018
3-Cylindrical Mixture,cylmix,ari,in sample,no noise,3d-high-strong,3,high,strong,3,0,0.6282694,0.2395056504924637
3-Cylindrical Mixture,cylmix,ari,in sample,no noise,3d-high-weak,3,high,weak,3,0,0.337116,0.04300696809879193
3-Cylindrical Mixture,cylmix,ari,in sample,no noise,3d-low-ind,3,low,ind,3,0,0.0296349,0.005168147489647281
3-Cylindrical Mixture,cylmix,ari,in sample,no noise,3d-low-strong,3,low,strong,3,0,0.0324654,0.02968279739941209
3-Cylindrical Mixture,cylmix,ari,in sample,no noise,3d-low-weak,3,low,weak,3,0,0.0042419,0.002864363308244288
3-Cylindrical Mixture,cylmix,ari,in sample,with noise,2d-high-ind,2,high,ind,3,0,0.2636668,0.02038572811720707
3-Cylindrical Mixture,cylmix,ari,in sample,with noise,2d-high-strong,2,high,strong,3,0,0.7151327999999999,0.1301102453755152
3-Cylindrical Mixture,cylmix,ari,in sample,with noise,2d-high-weak,2,high,weak,3,0,0.299315,0.01979701923793253
3-Cylindrical Mixture,cylmix,ari,in sample,with noise,2d-low-ind,2,low,ind,3,0,0.0195688,0.005851711012838705
3-Cylindrical Mixture,cylmix,ari,in sample,with noise,2d-low-strong,2,low,strong,3,0,0.0124869,0.009543234918892635
3-Cylindrical Mixture,cylmix,ari,in sample,with noise,2d-low-weak,2,low,weak,3,0,0.0032168,0.003836692041092408
3-Cylindrical Mixture,cylmix,ari,in sample,with noise,3d-high-ind,3,high,ind,3,0,0.3080091,0.03238611125485926
3-Cylindrical Mixture,cylmix,ari,in sample,with noise,3d-high-strong,3,high,strong,3,0,0.6357699,0.2245563608247573
3-Cylindrical Mixture,cylmix,ari,in sample,with noise,3d-high-weak,3,high,weak,3,0,0.3266844,0.03871099335727603
3-Cylindrical Mixture,cylmix,ari,in sample,with noise,3d-low-ind,3,low,ind,3,0,0.0293921,0.00505874086921026
3-Cylindrical Mixture,cylmix,ari,in sample,with noise,3d-low-strong,3,low,strong,3,0,0.0216609,0.02433471739920128
3-Cylindrical Mixture,cylmix,ari,in sample,with noise,3d-low-weak,3,low,weak,3,0,0.0041972,0.002650735396340823
3-Cylindrical Mixture,cylmix,ari,out of sample,no noise,2d-high-ind,2,high,ind,3,0,0.2707587,0.02366763854833315
3-Cylindrical Mixture,cylmix,ari,out of sample,no noise,2d-high-strong,2,high,strong,3,0,0.7991826000000001,0.1202895739507482
3-Cylindrical Mixture,cylmix,ari,out of sample,no noise,2d-high-weak,2,high,weak,3,0,0.3077644,0.02360914474939699
3-Cylindrical Mixture,cylmix,ari,out of sample,no noise,2d-low-ind,2,low,ind,3,0,0.0189112,0.007543874802136036
3-Cylindrical Mixture,cylmix,ari,out of sample,no noise,2d-low-strong,2,low,strong,3,0,0.017587,0.01275751555085484
3-Cylindrical Mixture,cylmix,ari,out of sample,no noise,2d-low-weak,2,low,weak,3,0,0.002527,0.003758583576967592
3-Cylindrical Mixture,cylmix,ari,out of sample,no noise,3d-high-ind,3,high,ind,3,0,0.3144008,0.03533740190069028
3-Cylindrical Mixture,cylmix,ari,out of sample,no noise,3d-high-strong,3,high,strong,3,0,0.6317277,0.2397132252069147
3-Cylindrical Mixture,cylmix,ari,out of sample,no noise,3d-high-weak,3,high,weak,3,0,0.341206,0.04728565251038981
3-Cylindrical Mixture,cylmix,ari,out of sample,no noise,3d-low-ind,3,low,ind,3,0,0.0299697,0.006698980693608047
3-Cylindrical Mixture,cylmix,ari,out of sample,no noise,3d-low-strong,3,low,strong,3,0,0.0320461,0.03055476163176104
3-Cylindrical Mixture,cylmix,ari,out of sample,no noise,3d-low-weak,3,low,weak,3,0,0.0038256,0.003376964245465373
3-Cylindrical Mixture,cylmix,ari,out of sample,with noise,2d-high-ind,2,high,ind,3,0,0.2641325,0.02216444761620089
3-Cylindrical Mixture,cylmix,ari,out of sample,with noise,2d-high-strong,2,high,strong,3,0,0.7177212000000001,0.1292384585650991
3-Cylindrical Mixture,cylmix,ari,out of sample,with noise,2d-high-weak,2,high,weak,3,0,0.3000425,0.02323587592604386
3-Cylindrical Mixture,cylmix,ari,out of sample,with noise,2d-low-ind,2,low,ind,3,0,0.0190769,0.007074367115926984
3-Cylindrical Mixture,cylmix,ari,out of sample,with noise,2d-low-strong,2,low,strong,3,0,0.0123351,0.009600556433263793
3-Cylindrical Mixture,cylmix,ari,out of sample,with noise,2d-low-weak,2,low,weak,3,0,0.0030206,0.003466663700464931
3-Cylindrical Mixture,cylmix,ari,out of sample,with noise,3d-high-ind,3,high,ind,3,0,0.3095268,0.03476307459522433
3-Cylindrical Mixture,cylmix,ari,out of sample,with noise,3d-high-strong,3,high,strong,3,0,0.6390263,0.2234878840936947
3-Cylindrical Mixture,cylmix,ari,out of sample,with noise,3d-high-weak,3,high,weak,3,0,0.3304612,0.04434919145129752
3-Cylindrical Mixture,cylmix,ari,out of sample,with noise,3d-low-ind,3,low,ind,3,0,0.0290377,0.006255801970405496
3-Cylindrical Mixture,cylmix,ari,out of sample,with noise,3d-low-strong,3,low,strong,3,0,0.0212896,0.02514573160638206
3-Cylindrical Mixture,cylmix,ari,out of sample,with noise,3d-low-weak,3,low,weak,3,0,0.0038423,0.003107389321269447
3-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,2d-high-ind,2,high,ind,3,0,-3.8635742,0.01411242930787248
3-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,2d-high-strong,2,high,strong,3,0,-3.6884999,0.02063734305264907
3-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,2d-high-weak,2,high,weak,3,0,-3.8912676,0.01401283532258113
3-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,2d-low-ind,2,low,ind,3,0,-3.4297332,0.01486731768380265
3-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,2d-low-strong,2,low,strong,3,0,-2.9395976,0.01617125159102417
3-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,2d-low-weak,2,low,weak,3,0,-3.397295,0.01471044303695283
3-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,3d-high-ind,3,high,ind,3,0,-5.5887316,0.01525465067155289
3-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,3d-high-strong,3,high,strong,3,0,-5.1226857,0.04921119235540233
3-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,3d-high-weak,3,high,weak,3,0,-5.592726,0.01513501325611007
3-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,3d-low-ind,3,low,ind,3,0,-5.0718365,0.0159611525478759
3-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,3d-low-strong,3,low,strong,3,0,-4.3149998,0.01801313527356745
3-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,3d-low-weak,3,low,weak,3,0,-5.0191648,0.01576224567910579
3-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,2d-high-ind,2,high,ind,3,0,-3.898221,0.01411504695369623
3-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,2d-high-strong,2,high,strong,3,0,-3.7638,0.01839324002963803
3-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,2d-high-weak,2,high,weak,3,0,-3.9255611,0.01405828106329305
3-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,2d-low-ind,2,low,ind,3,0,-3.4611766,0.01482468881374053
3-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,2d-low-strong,2,low,strong,3,0,-3.0057084,0.01645767136957983
3-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,2d-low-weak,2,low,weak,3,0,-3.4306883,0.01487169924705811
3-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,3d-high-ind,3,high,ind,3,0,-5.6518014,0.01548311971147925
3-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,3d-high-strong,3,high,strong,3,0,-5.2454438,0.04136281926727639
3-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,3d-high-weak,3,high,weak,3,0,-5.6571798,0.01564924608375427
3-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,3d-low-ind,3,low,ind,3,0,-5.1255534,0.01653729261121935
3-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,3d-low-strong,3,low,strong,3,0,-4.426553999999999,0.018960523156913
3-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,3d-low-weak,3,low,weak,3,0,-5.0759381,0.01606615959812194
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,2d-high-ind,2,high,ind,3,0,-3.8717127,0.02419857871504624
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,2d-high-strong,2,high,strong,3,0,-3.6929202,0.02848040783174682
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,2d-high-weak,2,high,weak,3,0,-3.8962142,0.02631375222044912
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,2d-low-ind,2,low,ind,3,0,-3.4356928,0.02604586200213658
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,2d-low-strong,2,low,strong,3,0,-2.9424319,0.02459077800762322
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,2d-low-weak,2,low,weak,3,0,-3.4022463,0.02758488026990604
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,3d-high-ind,3,high,ind,3,0,-5.5954141,0.03677636447543856
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,3d-high-strong,3,high,strong,3,0,-5.1256728,0.06342282831659886
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,3d-high-weak,3,high,weak,3,0,-5.5996148,0.03728093437182557
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,3d-low-ind,3,low,ind,3,0,-5.0765797,0.03840745012574535
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,3d-low-strong,3,low,strong,3,0,-4.319158499999999,0.0386921610408374
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,3d-low-weak,3,low,weak,3,0,-5.0246312,0.04075236465296297
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,2d-high-ind,2,high,ind,3,0,-3.9068295,0.0237393075292793
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,2d-high-strong,2,high,strong,3,0,-3.7671425,0.02603663768169138
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,2d-high-weak,2,high,weak,3,0,-3.9303472,0.02650335972908523
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,2d-low-ind,2,low,ind,3,0,-3.4677416,0.02621480531333703
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,2d-low-strong,2,low,strong,3,0,-3.0083482,0.02575390661274874
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,2d-low-weak,2,low,weak,3,0,-3.4354618,0.02768523514821787
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,3d-high-ind,3,high,ind,3,0,-5.659025000000001,0.03608050514495533
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,3d-high-strong,3,high,strong,3,0,-5.2478511,0.05047399037958479
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,3d-high-weak,3,high,weak,3,0,-5.664582,0.03687409284622895
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,3d-low-ind,3,low,ind,3,0,-5.130754899999999,0.03773954305620195
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,3d-low-strong,3,low,strong,3,0,-4.4293885,0.04057065447830456
3-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,3d-low-weak,3,low,weak,3,0,-5.0814748,0.04066098028997111
3-Cylindrical Mixture,cylmix,bic,in sample,no noise,2d-high-ind,2,high,ind,3,0,62131.73613439999,225.7898049998446
3-Cylindrical Mixture,cylmix,bic,in sample,no noise,2d-high-strong,2,high,strong,3,0,59330.5522093,330.1968202748182
3-Cylindrical Mixture,cylmix,bic,in sample,no noise,2d-high-weak,2,high,weak,3,0,62574.8378447,224.2112587151789
3-Cylindrical Mixture,cylmix,bic,in sample,no noise,2d-low-ind,2,low,ind,3,0,55190.28321739999,237.8767706100733
3-Cylindrical Mixture,cylmix,bic,in sample,no noise,2d-low-strong,2,low,strong,3,0,47348.10248460001,258.7440048682618
3-Cylindrical Mixture,cylmix,bic,in sample,no noise,2d-low-weak,2,low,weak,3,0,54671.271913,235.3643799795522
3-Cylindrical Mixture,cylmix,bic,in sample,no noise,3d-high-ind,3,high,ind,3,0,90003.87413289999,244.0814639417146
3-Cylindrical Mixture,cylmix,bic,in sample,no noise,3d-high-strong,3,high,strong,3,0,82547.138146,787.3818853294641
3-Cylindrical Mixture,cylmix,bic,in sample,no noise,3d-high-weak,3,high,weak,3,0,90067.79322830001,242.1564722978681
3-Cylindrical Mixture,cylmix,bic,in sample,no noise,3d-low-ind,3,low,ind,3,0,81733.5558582,255.3753121735481
3-Cylindrical Mixture,cylmix,bic,in sample,no noise,3d-low-strong,3,low,strong,3,0,69624.1675046,288.2143408889754
3-Cylindrical Mixture,cylmix,bic,in sample,no noise,3d-low-weak,3,low,weak,3,0,80890.7875336,252.1927193947446
3-Cylindrical Mixture,cylmix,bic,in sample,with noise,2d-high-ind,2,high,ind,3,0,62686.0879001,225.8355731758711
3-Cylindrical Mixture,cylmix,bic,in sample,with noise,2d-high-strong,2,high,strong,3,0,60535.3493683,294.2915583482566
3-Cylindrical Mixture,cylmix,bic,in sample,with noise,2d-high-weak,2,high,weak,3,0,63123.53250060001,224.9312809568838
3-Cylindrical Mixture,cylmix,bic,in sample,with noise,2d-low-ind,2,low,ind,3,0,55693.3739516,237.1910833133505
3-Cylindrical Mixture,cylmix,bic,in sample,with noise,2d-low-strong,2,low,strong,3,0,48405.88715939999,263.323679685661
3-Cylindrical Mixture,cylmix,bic,in sample,with noise,2d-low-weak,2,low,weak,3,0,55205.57061169999,237.9432421664091
3-Cylindrical Mixture,cylmix,bic,in sample,with noise,3d-high-ind,3,high,ind,3,0,91012.9880843,247.7359152089954
3-Cylindrical Mixture,cylmix,bic,in sample,with noise,3d-high-strong,3,high,strong,3,0,84511.27697529999,661.8023662444818
3-Cylindrical Mixture,cylmix,bic,in sample,with noise,3d-high-weak,3,high,weak,3,0,91099.04919880001,250.3851501512227
3-Cylindrical Mixture,cylmix,bic,in sample,with noise,3d-low-ind,3,low,ind,3,0,82593.0220427,264.6038822184259
3-Cylindrical Mixture,cylmix,bic,in sample,with noise,3d-low-strong,3,low,strong,3,0,71409.03479,303.3684240053598
3-Cylindrical Mixture,cylmix,bic,in sample,with noise,3d-low-weak,3,low,weak,3,0,81799.1823473,257.0720581083259
3-Cylindrical Mixture,cylmix,bic,out of sample,no noise,2d-high-ind,2,high,ind,3,0,15752.8818881,96.7926548769026
3-Cylindrical Mixture,cylmix,bic,out of sample,no noise,2d-high-strong,2,high,strong,3,0,15037.7108538,113.9219907637022
3-Cylindrical Mixture,cylmix,bic,out of sample,no noise,2d-high-weak,2,high,weak,3,0,15850.8868983,105.2551410560171
3-Cylindrical Mixture,cylmix,bic,out of sample,no noise,2d-low-ind,2,low,ind,3,0,14008.8025677,104.1845878943813
3-Cylindrical Mixture,cylmix,bic,out of sample,no noise,2d-low-strong,2,low,strong,3,0,12035.7581503,98.36226594433018
3-Cylindrical Mixture,cylmix,bic,out of sample,no noise,2d-low-weak,2,low,weak,3,0,13875.018343,110.3394088296905
3-Cylindrical Mixture,cylmix,bic,out of sample,no noise,3d-high-ind,3,high,ind,3,0,22875.7133681,147.1073317546224
3-Cylindrical Mixture,cylmix,bic,out of sample,no noise,3d-high-strong,3,high,strong,3,0,20996.7467854,253.6930112965938
3-Cylindrical Mixture,cylmix,bic,out of sample,no noise,3d-high-weak,3,high,weak,3,0,22892.5194313,149.1222230972935
3-Cylindrical Mixture,cylmix,bic,out of sample,no noise,3d-low-ind,3,low,ind,3,0,20800.3766119,153.629624746854
3-Cylindrical Mixture,cylmix,bic,out of sample,no noise,3d-low-strong,3,low,strong,3,0,17770.6925813,154.7697169512846
3-Cylindrical Mixture,cylmix,bic,out of sample,no noise,3d-low-weak,3,low,weak,3,0,20592.5849645,163.0088944007885
3-Cylindrical Mixture,cylmix,bic,out of sample,with noise,2d-high-ind,2,high,ind,3,0,15893.3494171,94.95854244826958
3-Cylindrical Mixture,cylmix,bic,out of sample,with noise,2d-high-strong,2,high,strong,3,0,15334.6056148,104.1450305450223
3-Cylindrical Mixture,cylmix,bic,out of sample,with noise,2d-high-weak,2,high,weak,3,0,15987.4208684,106.0127247167141
3-Cylindrical Mixture,cylmix,bic,out of sample,with noise,2d-low-ind,2,low,ind,3,0,14136.9981647,104.8590530555069
3-Cylindrical Mixture,cylmix,bic,out of sample,with noise,2d-low-strong,2,low,strong,3,0,12299.4249842,103.0164690191383
3-Cylindrical Mixture,cylmix,bic,out of sample,with noise,2d-low-weak,2,low,weak,3,0,14007.879471,110.7415315691989
3-Cylindrical Mixture,cylmix,bic,out of sample,with noise,3d-high-ind,3,high,ind,3,0,23130.158143,144.3226197932144
3-Cylindrical Mixture,cylmix,bic,out of sample,with noise,3d-high-strong,3,high,strong,3,0,21485.4618702,201.8979302960064
3-Cylindrical Mixture,cylmix,bic,out of sample,with noise,3d-high-weak,3,high,weak,3,0,23152.3872385,147.4949695022698
3-Cylindrical Mixture,cylmix,bic,out of sample,with noise,3d-low-ind,3,low,ind,3,0,21017.0777327,150.9580004728168
3-Cylindrical Mixture,cylmix,bic,out of sample,with noise,3d-low-strong,3,low,strong,3,0,18211.6152009,162.284255078831
3-Cylindrical Mixture,cylmix,bic,out of sample,with noise,3d-low-weak,3,low,weak,3,0,20819.9573294,162.6423463220404
3-Cylindrical Mixture,cylmix,em_iters,training,no noise,2d-high-ind,2,high,ind,3,0,30.78,3.500591580596258
3-Cylindrical Mixture,cylmix,em_iters,training,no noise,2d-high-strong,2,high,strong,3,0,121.55,30.08552623586446
3-Cylindrical Mixture,cylmix,em_iters,training,no noise,2d-high-weak,2,high,weak,3,0,32.2,3.501803287254478
3-Cylindrical Mixture,cylmix,em_iters,training,no noise,2d-low-ind,2,low,ind,3,0,28.45,3.511525036335079
3-Cylindrical Mixture,cylmix,em_iters,training,no noise,2d-low-strong,2,low,strong,3,0,41.0,12.58586669260566
3-Cylindrical Mixture,cylmix,em_iters,training,no noise,2d-low-weak,2,low,weak,3,0,29.77,2.877481362215747
3-Cylindrical Mixture,cylmix,em_iters,training,no noise,3d-high-ind,3,high,ind,3,0,23.76,6.018691424607716
3-Cylindrical Mixture,cylmix,em_iters,training,no noise,3d-high-strong,3,high,strong,3,0,52.7,17.29161646579058
3-Cylindrical Mixture,cylmix,em_iters,training,no noise,3d-high-weak,3,high,weak,3,0,28.94,11.46079835743998
3-Cylindrical Mixture,cylmix,em_iters,training,no noise,3d-low-ind,3,low,ind,3,0,30.82,5.919288791567767
3-Cylindrical Mixture,cylmix,em_iters,training,no noise,3d-low-strong,3,low,strong,3,0,62.42,21.5637087569262
3-Cylindrical Mixture,cylmix,em_iters,training,no noise,3d-low-weak,3,low,weak,3,0,34.94,6.73273324658693
3-Cylindrical Mixture,cylmix,em_iters,training,with noise,2d-high-ind,2,high,ind,3,0,31.12,3.798670687214014
3-Cylindrical Mixture,cylmix,em_iters,training,with noise,2d-high-strong,2,high,strong,3,0,120.71,28.10165349748889
3-Cylindrical Mixture,cylmix,em_iters,training,with noise,2d-high-weak,2,high,weak,3,0,33.18,3.548737149118733
3-Cylindrical Mixture,cylmix,em_iters,training,with noise,2d-low-ind,2,low,ind,3,0,27.6,2.494438257849294
3-Cylindrical Mixture,cylmix,em_iters,training,with noise,2d-low-strong,2,low,strong,3,0,40.07,12.38951576979912
3-Cylindrical Mixture,cylmix,em_iters,training,with noise,2d-low-weak,2,low,weak,3,0,29.59,2.778325198584735
3-Cylindrical Mixture,cylmix,em_iters,training,with noise,3d-high-ind,3,high,ind,3,0,24.53,8.010668391639243
3-Cylindrical Mixture,cylmix,em_iters,training,with noise,3d-high-strong,3,high,strong,3,0,57.46,22.43708150055675
3-Cylindrical Mixture,cylmix,em_iters,training,with noise,3d-high-weak,3,high,weak,3,0,28.18,10.49904276540957
3-Cylindrical Mixture,cylmix,em_iters,training,with noise,3d-low-ind,3,low,ind,3,0,30.14,5.633629183552801
3-Cylindrical Mixture,cylmix,em_iters,training,with noise,3d-low-strong,3,low,strong,3,0,60.56,19.07153995784389
3-Cylindrical Mixture,cylmix,em_iters,training,with noise,3d-low-weak,3,low,weak,3,0,34.57,6.589331751345727
3-Cylindrical Mixture,cylmix,gmpd,in sample,no noise,2d-high-ind,2,high,ind,3,0,0.0209952,0.0002964452016406365
3-Cylindrical Mixture,cylmix,gmpd,in sample,no noise,2d-high-strong,2,high,strong,3,0,0.0250153,0.0005091396089621604
3-Cylindrical Mixture,cylmix,gmpd,in sample,no noise,2d-high-weak,2,high,weak,3,0,0.020421,0.0002857543622686373
3-Cylindrical Mixture,cylmix,gmpd,in sample,no noise,2d-low-ind,2,low,ind,3,0,0.0323995,0.0004804677329688673
3-Cylindrical Mixture,cylmix,gmpd,in sample,no noise,2d-low-strong,2,low,strong,3,0,0.0528938,0.0008553843486049898
3-Cylindrical Mixture,cylmix,gmpd,in sample,no noise,2d-low-weak,2,low,weak,3,0,0.0334669,0.0004911986884297944
3-Cylindrical Mixture,cylmix,gmpd,in sample,no noise,3d-high-ind,3,high,ind,3,0,0.0037402,5.722505631895062e-05
3-Cylindrical Mixture,cylmix,gmpd,in sample,no noise,3d-high-strong,3,high,strong,3,0,0.005967099999999999,0.0002949346614853102
3-Cylindrical Mixture,cylmix,gmpd,in sample,no noise,3d-high-weak,3,high,weak,3,0,0.0037252,5.593069304275091e-05
3-Cylindrical Mixture,cylmix,gmpd,in sample,no noise,3d-low-ind,3,low,ind,3,0,0.0062719,9.96731527229743e-05
3-Cylindrical Mixture,cylmix,gmpd,in sample,no noise,3d-low-strong,3,low,strong,3,0,0.0133684,0.0002413586124379649
3-Cylindrical Mixture,cylmix,gmpd,in sample,no noise,3d-low-weak,3,low,weak,3,0,0.006610700000000001,0.0001040809222856831
3-Cylindrical Mixture,cylmix,gmpd,in sample,with noise,2d-high-ind,2,high,ind,3,0,0.0202799,0.0002855421743514141
3-Cylindrical Mixture,cylmix,gmpd,in sample,with noise,2d-high-strong,2,high,strong,3,0,0.0231991,0.0004249113870781611
3-Cylindrical Mixture,cylmix,gmpd,in sample,with noise,2d-high-weak,2,high,weak,3,0,0.0197331,0.0002767878340001689
3-Cylindrical Mixture,cylmix,gmpd,in sample,with noise,2d-low-ind,2,low,ind,3,0,0.0313965,0.0004634834616163982
3-Cylindrical Mixture,cylmix,gmpd,in sample,with noise,2d-low-strong,2,low,strong,3,0,0.0495108,0.0008143531609240985
3-Cylindrical Mixture,cylmix,gmpd,in sample,with noise,2d-low-weak,2,low,weak,3,0,0.0323677,0.0004808197020283022
3-Cylindrical Mixture,cylmix,gmpd,in sample,with noise,3d-high-ind,3,high,ind,3,0,0.0035113,5.437718995938267e-05
3-Cylindrical Mixture,cylmix,gmpd,in sample,with noise,3d-high-strong,3,high,strong,3,0,0.0052756,0.000217897761217123
3-Cylindrical Mixture,cylmix,gmpd,in sample,with noise,3d-high-weak,3,high,weak,3,0,0.0034927,5.425072731440027e-05
3-Cylindrical Mixture,cylmix,gmpd,in sample,with noise,3d-low-ind,3,low,ind,3,0,0.005943500000000001,9.830251186202635e-05
3-Cylindrical Mixture,cylmix,gmpd,in sample,with noise,3d-low-strong,3,low,strong,3,0,0.011958,0.0002266265561658562
3-Cylindrical Mixture,cylmix,gmpd,in sample,with noise,3d-low-weak,3,low,weak,3,0,0.006246000000000001,0.000100644388464002
3-Cylindrical Mixture,cylmix,gmpd,out of sample,no noise,2d-high-ind,2,high,ind,3,0,0.0208288,0.0005043373089630799
3-Cylindrical Mixture,cylmix,gmpd,out of sample,no noise,2d-high-strong,2,high,strong,3,0,0.0249091,0.0007065424347632718
3-Cylindrical Mixture,cylmix,gmpd,out of sample,no noise,2d-high-weak,2,high,weak,3,0,0.0203258,0.0005375894193884246
3-Cylindrical Mixture,cylmix,gmpd,out of sample,no noise,2d-low-ind,2,low,ind,3,0,0.0322142,0.0008421427456437557
3-Cylindrical Mixture,cylmix,gmpd,out of sample,no noise,2d-low-strong,2,low,strong,3,0,0.05275369999999999,0.001299063885957107
3-Cylindrical Mixture,cylmix,gmpd,out of sample,no noise,2d-low-weak,2,low,weak,3,0,0.0333102,0.0009234016821874788
3-Cylindrical Mixture,cylmix,gmpd,out of sample,no noise,3d-high-ind,3,high,ind,3,0,0.0037174,0.0001371618523401231
3-Cylindrical Mixture,cylmix,gmpd,out of sample,no noise,3d-high-strong,3,high,strong,3,0,0.0059541,0.000378826190789764
3-Cylindrical Mixture,cylmix,gmpd,out of sample,no noise,3d-high-weak,3,high,weak,3,0,0.0037016,0.0001384963989613179
3-Cylindrical Mixture,cylmix,gmpd,out of sample,no noise,3d-low-ind,3,low,ind,3,0,0.0062463,0.0002402677588849491
3-Cylindrical Mixture,cylmix,gmpd,out of sample,no noise,3d-low-strong,3,low,strong,3,0,0.0133208,0.0005169973135541634
3-Cylindrical Mixture,cylmix,gmpd,out of sample,no noise,3d-low-weak,3,low,weak,3,0,0.0065791,0.0002685467624760419
3-Cylindrical Mixture,cylmix,gmpd,out of sample,with noise,2d-high-ind,2,high,ind,3,0,0.0201097,0.0004785910613879072
3-Cylindrical Mixture,cylmix,gmpd,out of sample,with noise,2d-high-strong,2,high,strong,3,0,0.0231255,0.0006006501107596303
3-Cylindrical Mixture,cylmix,gmpd,out of sample,with noise,2d-high-weak,2,high,weak,3,0,0.0196436,0.0005224466914954533
3-Cylindrical Mixture,cylmix,gmpd,out of sample,with noise,2d-low-ind,2,low,ind,3,0,0.0311981,0.000820938973359042
3-Cylindrical Mixture,cylmix,gmpd,out of sample,with noise,2d-low-strong,2,low,strong,3,0,0.04938919999999999,0.00127266973030093
3-Cylindrical Mixture,cylmix,gmpd,out of sample,with noise,2d-low-weak,2,low,weak,3,0,0.0322231,0.0008945680013788268
3-Cylindrical Mixture,cylmix,gmpd,out of sample,with noise,3d-high-ind,3,high,ind,3,0,0.003488,0.0001263392898571785
