Model,Model Type,Metric,Sample,Noise,Experiment,Dimension,Separability,Dependence,K,L,Avg Value,Std Value
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,no noise,2d-high-strong,2,high,strong,3,0,0.0207504,0.0004949276449516366
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,no noise,2d-high-weak,2,high,weak,3,0,0.0201672,0.0005402170906686555
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,no noise,2d-low-ind,2,low,ind,3,0,0.032246199999999996,0.0008425703579409892
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,no noise,2d-low-strong,2,low,strong,3,0,0.0455864,0.00129373901791074
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,no noise,2d-low-weak,2,low,weak,3,0,0.0331495,0.0009398295299970883
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,no noise,3d-high-ind,3,high,ind,3,0,0.0037125,0.0001372778278535977
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,no noise,3d-high-strong,3,high,strong,3,0,0.0039013999999999997,0.0001622444844278926
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,no noise,3d-high-weak,3,high,weak,3,0,0.0035809,0.0001366119254743824
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,no noise,3d-low-ind,3,low,ind,3,0,0.0062538,0.0002409986797398767
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,no noise,3d-low-strong,3,low,strong,3,0,0.0085151,0.00039632782828707296
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,no noise,3d-low-weak,3,low,weak,3,0,0.0064296,0.0002597703725690181
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,with noise,2d-high-ind,2,high,ind,3,0,0.0201064,0.00048329993615024334
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,with noise,2d-high-strong,2,high,strong,3,0,0.0200467,0.00047745337706704645
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,with noise,2d-high-weak,2,high,weak,3,0,0.0195011,0.0005238125483974053
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,with noise,2d-low-ind,2,low,ind,3,0,0.031227900000000003,0.0008223706738767661
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,with noise,2d-low-strong,2,low,strong,3,0,0.0433869,0.0012326400139701793
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,with noise,2d-low-weak,2,low,weak,3,0,0.0320837,0.0009073200130387327
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,with noise,3d-high-ind,3,high,ind,3,0,0.0034839,0.0001276350146695528
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,with noise,3d-high-strong,3,high,strong,3,0,0.0036486,0.0001480173345021836
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,with noise,3d-high-weak,3,high,weak,3,0,0.0033652,0.0001264310408120098
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,with noise,3d-low-ind,3,low,ind,3,0,0.0059254,0.00022517073208092243
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,with noise,3d-low-strong,3,low,strong,3,0,0.007955,0.00036662947469778227
3-Independent Cylindrical Mixture,indcylmix,gmpd,out of sample,with noise,3d-low-weak,3,low,weak,3,0,0.006084000000000001,0.000245192153053869
3-Independent Cylindrical Mixture,indcylmix,training_time,training,no noise,2d-high-ind,2,high,ind,3,0,410.50910000000005,26.98138243625995
3-Independent Cylindrical Mixture,indcylmix,training_time,training,no noise,2d-high-strong,2,high,strong,3,0,526.7388,76.79958067909519
3-Independent Cylindrical Mixture,indcylmix,training_time,training,no noise,2d-high-weak,2,high,weak,3,0,519.7059,80.22938814053141
3-Independent Cylindrical Mixture,indcylmix,training_time,training,no noise,2d-low-ind,2,low,ind,3,0,415.9733,28.23046180721253
3-Independent Cylindrical Mixture,indcylmix,training_time,training,no noise,2d-low-strong,2,low,strong,3,0,307.85130000000004,50.302589218958836
3-Independent Cylindrical Mixture,indcylmix,training_time,training,no noise,2d-low-weak,2,low,weak,3,0,375.5861,41.869937550645446
3-Independent Cylindrical Mixture,indcylmix,training_time,training,no noise,3d-high-ind,3,high,ind,3,0,483.23620000000005,72.68590805554116
3-Independent Cylindrical Mixture,indcylmix,training_time,training,no noise,3d-high-strong,3,high,strong,3,0,507.3395,83.87244578747979
3-Independent Cylindrical Mixture,indcylmix,training_time,training,no noise,3d-high-weak,3,high,weak,3,0,422.6774,31.74490152716965
3-Independent Cylindrical Mixture,indcylmix,training_time,training,no noise,3d-low-ind,3,low,ind,3,0,481.14639999999997,38.25364601412181
3-Independent Cylindrical Mixture,indcylmix,training_time,training,no noise,3d-low-strong,3,low,strong,3,0,525.0973,154.00465995740504
3-Independent Cylindrical Mixture,indcylmix,training_time,training,no noise,3d-low-weak,3,low,weak,3,0,504.9757,110.52352871907027
3-Independent Cylindrical Mixture,indcylmix,training_time,training,with noise,2d-high-ind,2,high,ind,3,0,405.2957,29.0912392399353
3-Independent Cylindrical Mixture,indcylmix,training_time,training,with noise,2d-high-strong,2,high,strong,3,0,522.5848000000001,68.72516323426058
3-Independent Cylindrical Mixture,indcylmix,training_time,training,with noise,2d-high-weak,2,high,weak,3,0,510.57559999999995,67.53571663089451
3-Independent Cylindrical Mixture,indcylmix,training_time,training,with noise,2d-low-ind,2,low,ind,3,0,401.23699999999997,26.51123590655344
3-Independent Cylindrical Mixture,indcylmix,training_time,training,with noise,2d-low-strong,2,low,strong,3,0,298.9385,17.078460494985716
3-Independent Cylindrical Mixture,indcylmix,training_time,training,with noise,2d-low-weak,2,low,weak,3,0,364.0277,40.54294527816501
3-Independent Cylindrical Mixture,indcylmix,training_time,training,with noise,3d-high-ind,3,high,ind,3,0,456.4132,56.05996828577432
3-Independent Cylindrical Mixture,indcylmix,training_time,training,with noise,3d-high-strong,3,high,strong,3,0,514.002,92.81219356715732
3-Independent Cylindrical Mixture,indcylmix,training_time,training,with noise,3d-high-weak,3,high,weak,3,0,413.4017,26.69007359289104
3-Independent Cylindrical Mixture,indcylmix,training_time,training,with noise,3d-low-ind,3,low,ind,3,0,472.92629999999997,43.075599684646484
3-Independent Cylindrical Mixture,indcylmix,training_time,training,with noise,3d-low-strong,3,low,strong,3,0,499.9771,157.0921499964112
3-Independent Cylindrical Mixture,indcylmix,training_time,training,with noise,3d-low-weak,3,low,weak,3,0,477.4532,111.16877484603167
4-Cylindrical Mixture,cylmix,aic,in sample,no noise,2d-high-ind,2,high,ind,4,0,61897.7641928,227.3029115145221
4-Cylindrical Mixture,cylmix,aic,in sample,no noise,2d-high-strong,2,high,strong,4,0,58732.3007134,256.45517868740694
4-Cylindrical Mixture,cylmix,aic,in sample,no noise,2d-high-weak,2,high,weak,4,0,62332.4918762,220.87955714734076
4-Cylindrical Mixture,cylmix,aic,in sample,no noise,2d-low-ind,2,low,ind,4,0,54956.3063576,237.06794481643294
4-Cylindrical Mixture,cylmix,aic,in sample,no noise,2d-low-strong,2,low,strong,4,0,47056.23371760001,258.23591240729536
4-Cylindrical Mixture,cylmix,aic,in sample,no noise,2d-low-weak,2,low,weak,4,0,54435.3507283,236.7926145282345
4-Cylindrical Mixture,cylmix,aic,in sample,no noise,3d-high-ind,3,high,ind,4,0,89520.75099160001,242.4332327231188
4-Cylindrical Mixture,cylmix,aic,in sample,no noise,3d-high-strong,3,high,strong,4,0,81354.7938864,787.7540770956917
4-Cylindrical Mixture,cylmix,aic,in sample,no noise,3d-high-weak,3,high,weak,4,0,89546.24800519999,242.1648387389348
4-Cylindrical Mixture,cylmix,aic,in sample,no noise,3d-low-ind,3,low,ind,4,0,81299.08028699999,254.50623602357192
4-Cylindrical Mixture,cylmix,aic,in sample,no noise,3d-low-strong,3,low,strong,4,0,69050.3191345,270.80739191833334
4-Cylindrical Mixture,cylmix,aic,in sample,no noise,3d-low-weak,3,low,weak,4,0,80446.6972003,251.76322887168797
4-Cylindrical Mixture,cylmix,aic,in sample,with noise,2d-high-ind,2,high,ind,4,0,62452.536075799995,227.53705392782354
4-Cylindrical Mixture,cylmix,aic,in sample,with noise,2d-high-strong,2,high,strong,4,0,60032.2288542,226.7542814780103
4-Cylindrical Mixture,cylmix,aic,in sample,with noise,2d-high-weak,2,high,weak,4,0,62884.314325900006,224.08924580274197
4-Cylindrical Mixture,cylmix,aic,in sample,with noise,2d-low-ind,2,low,ind,4,0,55458.3784346,236.45312760637592
4-Cylindrical Mixture,cylmix,aic,in sample,with noise,2d-low-strong,2,low,strong,4,0,48133.8604093,262.32856509789985
4-Cylindrical Mixture,cylmix,aic,in sample,with noise,2d-low-weak,2,low,weak,4,0,54970.3021659,239.27189494494831
4-Cylindrical Mixture,cylmix,aic,in sample,with noise,3d-high-ind,3,high,ind,4,0,90535.2773935,248.0061355937229
4-Cylindrical Mixture,cylmix,aic,in sample,with noise,3d-high-strong,3,high,strong,4,0,83495.6279535,585.2361344737058
4-Cylindrical Mixture,cylmix,aic,in sample,with noise,3d-high-weak,3,high,weak,4,0,90589.517423,248.4921867332755
4-Cylindrical Mixture,cylmix,aic,in sample,with noise,3d-low-ind,3,low,ind,4,0,82157.8781338,261.27980285199993
4-Cylindrical Mixture,cylmix,aic,in sample,with noise,3d-low-strong,3,low,strong,4,0,70861.2938725,286.6520910918349
4-Cylindrical Mixture,cylmix,aic,in sample,with noise,3d-low-weak,3,low,weak,4,0,81352.1400595,254.03582674052802
4-Cylindrical Mixture,cylmix,aic,out of sample,no noise,2d-high-ind,2,high,ind,4,0,15581.4163815,96.79435238131744
4-Cylindrical Mixture,cylmix,aic,out of sample,no noise,2d-high-strong,2,high,strong,4,0,14775.4656486,103.59383121739147
4-Cylindrical Mixture,cylmix,aic,out of sample,no noise,2d-high-weak,2,high,weak,4,0,15677.9680448,104.52037957148764
4-Cylindrical Mixture,cylmix,aic,out of sample,no noise,2d-low-ind,2,low,ind,4,0,13836.8834293,103.82075023852603
4-Cylindrical Mixture,cylmix,aic,out of sample,no noise,2d-low-strong,2,low,strong,4,0,11850.7391088,99.53391326125215
4-Cylindrical Mixture,cylmix,aic,out of sample,no noise,2d-low-weak,2,low,weak,4,0,13703.7908439,110.86305260825837
4-Cylindrical Mixture,cylmix,aic,out of sample,no noise,3d-high-ind,3,high,ind,4,0,22546.7302934,149.22937004065855
4-Cylindrical Mixture,cylmix,aic,out of sample,no noise,3d-high-strong,3,high,strong,4,0,20493.8717238,247.90366745952542
4-Cylindrical Mixture,cylmix,aic,out of sample,no noise,3d-high-weak,3,high,weak,4,0,22554.5836205,150.48086901396223
4-Cylindrical Mixture,cylmix,aic,out of sample,no noise,3d-low-ind,3,low,ind,4,0,20486.7802336,153.06375821740187
4-Cylindrical Mixture,cylmix,aic,out of sample,no noise,3d-low-strong,3,low,strong,4,0,17421.3876149,157.88316181462457
4-Cylindrical Mixture,cylmix,aic,out of sample,no noise,3d-low-weak,3,low,weak,4,0,20276.1336583,162.4273483076413
4-Cylindrical Mixture,cylmix,aic,out of sample,with noise,2d-high-ind,2,high,ind,4,0,15722.5254252,94.23631226418205
4-Cylindrical Mixture,cylmix,aic,out of sample,with noise,2d-high-strong,2,high,strong,4,0,15095.7077597,94.62879222643589
4-Cylindrical Mixture,cylmix,aic,out of sample,with noise,2d-high-weak,2,high,weak,4,0,15814.711337699999,105.82592115730796
4-Cylindrical Mixture,cylmix,aic,out of sample,with noise,2d-low-ind,2,low,ind,4,0,13965.151415299999,105.23681772052186
4-Cylindrical Mixture,cylmix,aic,out of sample,with noise,2d-low-strong,2,low,strong,4,0,12120.076943999999,101.92734628514894
4-Cylindrical Mixture,cylmix,aic,out of sample,with noise,2d-low-weak,2,low,weak,4,0,13836.7234142,110.89335195274882
4-Cylindrical Mixture,cylmix,aic,out of sample,with noise,3d-high-ind,3,high,ind,4,0,22803.160927300003,145.33687843855466
4-Cylindrical Mixture,cylmix,aic,out of sample,with noise,3d-high-strong,3,high,strong,4,0,21032.4529861,183.94436070280267
4-Cylindrical Mixture,cylmix,aic,out of sample,with noise,3d-high-weak,3,high,weak,4,0,22817.340301,147.74748611468297
4-Cylindrical Mixture,cylmix,aic,out of sample,with noise,3d-low-ind,3,low,ind,4,0,20701.9545793,150.12931891250665
4-Cylindrical Mixture,cylmix,aic,out of sample,with noise,3d-low-strong,3,low,strong,4,0,17868.4367589,158.74824670019473
4-Cylindrical Mixture,cylmix,aic,out of sample,with noise,3d-low-weak,3,low,weak,4,0,20502.9632682,163.00172189742412
4-Cylindrical Mixture,cylmix,ari,in sample,no noise,2d-high-ind,2,high,ind,4,0,0.2579735,0.02494605097692688
4-Cylindrical Mixture,cylmix,ari,in sample,no noise,2d-high-strong,2,high,strong,4,0,0.7456085,0.046863302551251144
4-Cylindrical Mixture,cylmix,ari,in sample,no noise,2d-high-weak,2,high,weak,4,0,0.25740999999999997,0.029602269671377728
4-Cylindrical Mixture,cylmix,ari,in sample,no noise,2d-low-ind,2,low,ind,4,0,0.018843099999999998,0.0042679867027615595
4-Cylindrical Mixture,cylmix,ari,in sample,no noise,2d-low-strong,2,low,strong,4,0,0.031233,0.016886558906928664
4-Cylindrical Mixture,cylmix,ari,in sample,no noise,2d-low-weak,2,low,weak,4,0,0.0120918,0.007037945547910522
4-Cylindrical Mixture,cylmix,ari,in sample,no noise,3d-high-ind,3,high,ind,4,0,0.2874849,0.02905704363555219
4-Cylindrical Mixture,cylmix,ari,in sample,no noise,3d-high-strong,3,high,strong,4,0,0.6479281,0.1930593420660596
4-Cylindrical Mixture,cylmix,ari,in sample,no noise,3d-high-weak,3,high,weak,4,0,0.3233213,0.04120862593958069
4-Cylindrical Mixture,cylmix,ari,in sample,no noise,3d-low-ind,3,low,ind,4,0,0.0236928,0.003853881705763711
4-Cylindrical Mixture,cylmix,ari,in sample,no noise,3d-low-strong,3,low,strong,4,0,0.0594621,0.028085169359818658
4-Cylindrical Mixture,cylmix,ari,in sample,no noise,3d-low-weak,3,low,weak,4,0,0.0066974999999999995,0.0034936107266109228
4-Cylindrical Mixture,cylmix,ari,in sample,with noise,2d-high-ind,2,high,ind,4,0,0.24749600000000002,0.023498102652827698
4-Cylindrical Mixture,cylmix,ari,in sample,with noise,2d-high-strong,2,high,strong,4,0,0.7156935,0.02886185170057281
4-Cylindrical Mixture,cylmix,ari,in sample,with noise,2d-high-weak,2,high,weak,4,0,0.2475791,0.025199098873378456
4-Cylindrical Mixture,cylmix,ari,in sample,with noise,2d-low-ind,2,low,ind,4,0,0.0189429,0.003879295805877008
4-Cylindrical Mixture,cylmix,ari,in sample,with noise,2d-low-strong,2,low,strong,4,0,0.022183,0.012599925083952369
4-Cylindrical Mixture,cylmix,ari,in sample,with noise,2d-low-weak,2,low,weak,4,0,0.0121181,0.006914075337142106
4-Cylindrical Mixture,cylmix,ari,in sample,with noise,3d-high-ind,3,high,ind,4,0,0.27786829999999996,0.026721401896289625
4-Cylindrical Mixture,cylmix,ari,in sample,with noise,3d-high-strong,3,high,strong,4,0,0.654298,0.15296771495378306
4-Cylindrical Mixture,cylmix,ari,in sample,with noise,3d-high-weak,3,high,weak,4,0,0.30925539999999996,0.03488224066741982
4-Cylindrical Mixture,cylmix,ari,in sample,with noise,3d-low-ind,3,low,ind,4,0,0.0227686,0.003778257847690701
4-Cylindrical Mixture,cylmix,ari,in sample,with noise,3d-low-strong,3,low,strong,4,0,0.0430425,0.026646881993011774
4-Cylindrical Mixture,cylmix,ari,in sample,with noise,3d-low-weak,3,low,weak,4,0,0.0066274,0.0039348722259234074
4-Cylindrical Mixture,cylmix,ari,out of sample,no noise,2d-high-ind,2,high,ind,4,0,0.2576072,0.025516114024457
4-Cylindrical Mixture,cylmix,ari,out of sample,no noise,2d-high-strong,2,high,strong,4,0,0.748032,0.046758667429664634
4-Cylindrical Mixture,cylmix,ari,out of sample,no noise,2d-high-weak,2,high,weak,4,0,0.2594546,0.030555121061300126
4-Cylindrical Mixture,cylmix,ari,out of sample,no noise,2d-low-ind,2,low,ind,4,0,0.019336,0.0060223751145376215
4-Cylindrical Mixture,cylmix,ari,out of sample,no noise,2d-low-strong,2,low,strong,4,0,0.0314638,0.016254045760854725
4-Cylindrical Mixture,cylmix,ari,out of sample,no noise,2d-low-weak,2,low,weak,4,0,0.0117603,0.0077322825115475335
4-Cylindrical Mixture,cylmix,ari,out of sample,no noise,3d-high-ind,3,high,ind,4,0,0.29016190000000003,0.030260404761891985
4-Cylindrical Mixture,cylmix,ari,out of sample,no noise,3d-high-strong,3,high,strong,4,0,0.6496335000000001,0.19313951958887182
4-Cylindrical Mixture,cylmix,ari,out of sample,no noise,3d-high-weak,3,high,weak,4,0,0.3262742,0.042548397142002134
4-Cylindrical Mixture,cylmix,ari,out of sample,no noise,3d-low-ind,3,low,ind,4,0,0.0237431,0.004705093456494083
4-Cylindrical Mixture,cylmix,ari,out of sample,no noise,3d-low-strong,3,low,strong,4,0,0.059558,0.02762421251677081
4-Cylindrical Mixture,cylmix,ari,out of sample,no noise,3d-low-weak,3,low,weak,4,0,0.0061519,0.0034900208951358517
4-Cylindrical Mixture,cylmix,ari,out of sample,with noise,2d-high-ind,2,high,ind,4,0,0.247975,0.026202277929349357
4-Cylindrical Mixture,cylmix,ari,out of sample,with noise,2d-high-strong,2,high,strong,4,0,0.7178338,0.03155432717064204
4-Cylindrical Mixture,cylmix,ari,out of sample,with noise,2d-high-weak,2,high,weak,4,0,0.2495347,0.02465882711027728
4-Cylindrical Mixture,cylmix,ari,out of sample,with noise,2d-low-ind,2,low,ind,4,0,0.0192004,0.005054731740626496
4-Cylindrical Mixture,cylmix,ari,out of sample,with noise,2d-low-strong,2,low,strong,4,0,0.0227303,0.012596052648879068
4-Cylindrical Mixture,cylmix,ari,out of sample,with noise,2d-low-weak,2,low,weak,4,0,0.011901,0.0073691485603867785
4-Cylindrical Mixture,cylmix,ari,out of sample,with noise,3d-high-ind,3,high,ind,4,0,0.2802139,0.029893928808135253
4-Cylindrical Mixture,cylmix,ari,out of sample,with noise,3d-high-strong,3,high,strong,4,0,0.6568979,0.15432931042793407
4-Cylindrical Mixture,cylmix,ari,out of sample,with noise,3d-high-weak,3,high,weak,4,0,0.3112908,0.03359475848005657
4-Cylindrical Mixture,cylmix,ari,out of sample,with noise,3d-low-ind,3,low,ind,4,0,0.0226316,0.004755466332590742
4-Cylindrical Mixture,cylmix,ari,out of sample,with noise,3d-low-strong,3,low,strong,4,0,0.0425674,0.02626964667836362
4-Cylindrical Mixture,cylmix,ari,out of sample,with noise,3d-low-weak,3,low,weak,4,0,0.0062774,0.0038731240803018614
4-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,2d-high-ind,2,high,ind,4,0,-3.8627355999999997,0.01420623567168997
4-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,2d-high-strong,2,high,strong,4,0,-3.6648935,0.016028523147593156
4-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,2d-high-weak,2,high,weak,4,0,-3.889905,0.013805266854693292
4-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,2d-low-ind,2,low,ind,4,0,-3.4288946,0.01481667818249536
4-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,2d-low-strong,2,low,strong,4,0,-2.9351398,0.016140184869956345
4-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,2d-low-weak,2,low,weak,4,0,-3.3963341000000002,0.014799672812039923
4-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,3d-high-ind,3,high,ind,4,0,-5.5841719,0.01515246672554293
4-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,3d-high-strong,3,high,strong,4,0,-5.0737996,0.04923437166628359
4-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,3d-high-weak,3,high,weak,4,0,-5.5857657,0.015135483711524305
4-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,3d-low-ind,3,low,ind,4,0,-5.070317800000001,0.01590691302483911
4-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,3d-low-strong,3,low,strong,4,0,-4.3047702,0.016925377036816305
4-Cylindrical Mixture,cylmix,avg_ll,in sample,no noise,3d-low-weak,3,low,weak,4,0,-5.0170439,0.015735290831937438
4-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,2d-high-ind,2,high,ind,4,0,-3.897409,0.014221706307719559
4-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,2d-high-strong,2,high,strong,4,0,-3.7461390999999997,0.014171771992381227
4-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,2d-high-weak,2,high,weak,4,0,-3.9243943000000003,0.014005925748436109
4-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,2d-low-ind,2,low,ind,4,0,-3.4602735,0.014778132587637017
4-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,2d-low-strong,2,low,strong,4,0,-3.0024913,0.016395340533890145
4-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,2d-low-weak,2,low,weak,4,0,-3.429769,0.014954741722945204
4-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,3d-high-ind,3,high,ind,4,0,-5.6475797,0.015500818971847293
4-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,3d-high-strong,3,high,strong,4,0,-5.2076016,0.03657756578322642
4-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,3d-high-weak,3,high,weak,4,0,-5.6509694,0.015530743497198041
4-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,3d-low-ind,3,low,ind,4,0,-5.1239922,0.016329769405857727
4-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,3d-low-strong,3,low,strong,4,0,-4.4179558,0.017915725735969005
4-Cylindrical Mixture,cylmix,avg_ll,in sample,with noise,3d-low-weak,3,low,weak,4,0,-5.0736341,0.015877504835076578
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,2d-high-ind,2,high,ind,4,0,-3.8718540000000004,0.024198670929360445
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,2d-high-strong,2,high,strong,4,0,-3.6703663,0.025898552342639578
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,2d-high-weak,2,high,weak,4,0,-3.895992,0.0261295751781368
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,2d-low-ind,2,low,ind,4,0,-3.4357209,0.025955035131487874
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,2d-low-strong,2,low,strong,4,0,-2.9391844,0.02488384301249918
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,2d-low-weak,2,low,weak,4,0,-3.4024474,0.027716453036586243
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,3d-high-ind,3,high,ind,4,0,-5.5931829,0.03730732311720741
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,3d-high-strong,3,high,strong,4,0,-5.079968,0.061976034876312466
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,3d-high-weak,3,high,weak,4,0,-5.5951455999999995,0.03762028961272688
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,3d-low-ind,3,low,ind,4,0,-5.0781949,0.038266294225169833
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,3d-low-strong,3,low,strong,4,0,-4.3118467,0.039470416310795065
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,no noise,3d-low-weak,3,low,weak,4,0,-5.0255334,0.040607261012152625
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,2d-high-ind,2,high,ind,4,0,-3.9071312000000002,0.02355881933039977
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,2d-high-strong,2,high,strong,4,0,-3.7504272,0.0236568645548318
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,2d-high-weak,2,high,weak,4,0,-3.9301781,0.02645645970249796
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,2d-low-ind,2,low,ind,4,0,-3.4677874,0.02630945256332445
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,2d-low-strong,2,low,strong,4,0,-3.0065194,0.025481625141234247
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,2d-low-weak,2,low,weak,4,0,-3.4356806,0.027723468955913384
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,3d-high-ind,3,high,ind,4,0,-5.6572902,0.036334458030410154
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,3d-high-strong,3,high,strong,4,0,-5.2146132,0.04598594119550412
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,3d-high-weak,3,high,weak,4,0,-5.6608347000000006,0.036936719390100424
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,3d-low-ind,3,low,ind,4,0,-5.1319886,0.03753247517776695
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,3d-low-strong,3,low,strong,4,0,-4.4236091,0.03968700316720756
4-Cylindrical Mixture,cylmix,avg_ll,out of sample,with noise,3d-low-weak,3,low,weak,4,0,-5.0822411,0.04075031357368358
4-Cylindrical Mixture,cylmix,bic,in sample,no noise,2d-high-ind,2,high,ind,4,0,62226.16244389999,227.302911580643
4-Cylindrical Mixture,cylmix,bic,in sample,no noise,2d-high-strong,2,high,strong,4,0,59060.698964,256.4551785851628
4-Cylindrical Mixture,cylmix,bic,in sample,no noise,2d-high-weak,2,high,weak,4,0,62660.8901268,220.87955718345142
4-Cylindrical Mixture,cylmix,bic,in sample,no noise,2d-low-ind,2,low,ind,4,0,55284.7046081,237.06794425476932
4-Cylindrical Mixture,cylmix,bic,in sample,no noise,2d-low-strong,2,low,strong,4,0,47384.6319686,258.2359124306372
4-Cylindrical Mixture,cylmix,bic,in sample,no noise,2d-low-weak,2,low,weak,4,0,54763.7489787,236.79261472245344
4-Cylindrical Mixture,cylmix,bic,in sample,no noise,3d-high-ind,3,high,ind,4,0,90128.63711449999,242.43323285725802
4-Cylindrical Mixture,cylmix,bic,in sample,no noise,3d-high-strong,3,high,strong,4,0,81962.6800099,787.7540782111041
4-Cylindrical Mixture,cylmix,bic,in sample,no noise,3d-high-weak,3,high,weak,4,0,90154.1341285,242.1648387312533
4-Cylindrical Mixture,cylmix,bic,in sample,no noise,3d-low-ind,3,low,ind,4,0,81906.9664113,254.50623621832634
4-Cylindrical Mixture,cylmix,bic,in sample,no noise,3d-low-strong,3,low,strong,4,0,69658.2052574,270.8073920449532
4-Cylindrical Mixture,cylmix,bic,in sample,no noise,3d-low-weak,3,low,weak,4,0,81054.5833233,251.7632297143221
4-Cylindrical Mixture,cylmix,bic,in sample,with noise,2d-high-ind,2,high,ind,4,0,62780.9343263,227.5370541848279
4-Cylindrical Mixture,cylmix,bic,in sample,with noise,2d-high-strong,2,high,strong,4,0,60360.627104700005,226.75428141042295
4-Cylindrical Mixture,cylmix,bic,in sample,with noise,2d-high-weak,2,high,weak,4,0,63212.7125768,224.08924586193558
4-Cylindrical Mixture,cylmix,bic,in sample,with noise,2d-low-ind,2,low,ind,4,0,55786.7766852,236.4531278050745
4-Cylindrical Mixture,cylmix,bic,in sample,with noise,2d-low-strong,2,low,strong,4,0,48462.258659800005,262.328565107001
4-Cylindrical Mixture,cylmix,bic,in sample,with noise,2d-low-weak,2,low,weak,4,0,55298.7004164,239.27189466974065
4-Cylindrical Mixture,cylmix,bic,in sample,with noise,3d-high-ind,3,high,ind,4,0,91143.16351700001,248.00613522767583
4-Cylindrical Mixture,cylmix,bic,in sample,with noise,3d-high-strong,3,high,strong,4,0,84103.5140777,585.2361350727406
4-Cylindrical Mixture,cylmix,bic,in sample,with noise,3d-high-weak,3,high,weak,4,0,91197.4035455,248.4921857745557
